User,3. author email,Authors,document ID,document PY,document title,3. abstract,framing_unit ['Interaction social comparison and reward'],5. framing_unit -888,framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,5. intervention subtype name consumption,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,exclusion reason,Notes: Coefficient,Notes: Difference of means,Notes: Doc level,Notes: General variables,Notes: Sample size,Notes: Significance,Notes: Study scope,Notes: Uncertainty,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,number_of_observations,p_value,page,pooled_sd,significance_bound,significance_test,statistical_technique,study_design,test_statistic,effect test_tails,total_sample_size,treated_mean,treated_sd,treatment_sample_size,underlying_source,InterventionID,Rebound,multicoded,duplicates,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All,ElectricityUse,ElectricityPrice,EnvironmentAttitudes,HouseholdType,ResidenceType,Season,Weather,Region,StatsMethod,StudyDesign,Control,BaselineConsumption,InterventionDuration,Randomisation,OptedIn,After2000,StudyYear,Followup,Structural
khat,mch@stanford.edu,"Harding, M; Hsiaw, A",881094,2014,Goal setting and energy conservation,"This paper develops a theoretical model of consumer demand for an energy conservation program that involves non-binding, self-set goals. We present evidence from a Northern Illinois goal-setting program, aimed at reducing residential electricity consumption, which is difficult to reconcile with standard preferences and is broadly consistent with a model of present-biased consumers with reference-dependent preferences. We find that the need for commitment is correlated with program adoption, higher pre-adoption consumption, and lower responsiveness to goals. Consumers choosing realistic goals persistently save substantially more, achieving savings of nearly 11%, than those choosing very low or unrealistically high goals. (C) 2014 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,NA,NA,NA,How to record goal setting when there are different goals for different households? Not enough statistical information give.,NA,NA,NA,NA,NA,0.044,0.037,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,NA,NA,220,NA,3,t-test,Time & Household Fixed effects regression,Difference in Difference,1.189,2,2487,NA,NA,NA,-999,205,0,single,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.023835297,NA,NA,NA,0.023839812,NA,4.03E-04,4.4,1,0,0,0,0,0,0,0,United States,PanelEffects,DID,0,NA,140,No,Yes,After,2014,1,
khat,mch@stanford.edu,"Harding, M; Hsiaw, A",881094,2014,Goal setting and energy conservation,"This paper develops a theoretical model of consumer demand for an energy conservation program that involves non-binding, self-set goals. We present evidence from a Northern Illinois goal-setting program, aimed at reducing residential electricity consumption, which is difficult to reconcile with standard preferences and is broadly consistent with a model of present-biased consumers with reference-dependent preferences. We find that the need for commitment is correlated with program adoption, higher pre-adoption consumption, and lower responsiveness to goals. Consumers choosing realistic goals persistently save substantially more, achieving savings of nearly 11%, than those choosing very low or unrealistically high goals. (C) 2014 Elsevier B.V. All rights reserved.",0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,48,0,140,72,['Web portal'],0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['On demand'],0,NA,1,no,NA,NA,NA,How to record goal setting when there are different goals for different households? Not enough statistical information give.,NA,NA,NA,NA,NA,0.031,0.023,-999,NA,NA,NA,natural experiment,0,0,0,0,1,0,0,0,Ln monthly consumption,NA,-1,"Chicago, Illinois, USA",City,NA,NA,220,NA,3,t-test,Time & Household Fixed effects regression,Difference in Difference,1.347,2,2487,NA,NA,NA,-999,206,0,single,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago, Illinois,United States,0.027000471,NA,NA,NA,0.027007035,NA,4.03E-04,3.1,1,0,0,0,0,0,0,0,United States,PanelEffects,DID,0,NA,140,No,Yes,After,2014,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"KATZEV, RD; JOHNSON, TR",881098,1983,A SOCIAL-PSYCHOLOGICAL ANALYSIS OF RESIDENTIAL ELECTRICITY CONSUMPTION - THE IMPACT OF MINIMAL JUSTIFICATION TECHNIQUES,NA,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,18,12,['Home visit'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['One-time'],4,14198,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,105,18,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,10,-1,"Portland, Oregon, U.S.A.",City,NA,0.05,-999,NA,1,H-test,Difference of means,Control-treatment,7.5,1,66,95,NA,18,actual,496,1,single,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Portland, Oregon,United States,0.415227399,NA,0.912870929,0.912870929,0.441911224,0.122685185,0.015873016,10,1,0,0,0,0,0,0,0,United States,MeansDifferences,Control-treatment,1,14198,18,No,No,Before,1983,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"KATZEV, RD; JOHNSON, TR",881098,1983,A SOCIAL-PSYCHOLOGICAL ANALYSIS OF RESIDENTIAL ELECTRICITY CONSUMPTION - THE IMPACT OF MINIMAL JUSTIFICATION TECHNIQUES,NA,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,18,12,['Home visit'],0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['One-time'],4,14198,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,105,18,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,7,-1,"Portland, Oregon, U.S.A.",City,NA,0.05,-999,NA,1,H-test,Difference of means,Control-treatment,7.5,1,66,98,NA,18,actual,497,1,single,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,Portland, Oregon,United States,0.415227399,NA,0.912870929,0.912870929,0.441911224,0.122685185,0.015873016,7,1,0,0,0,0,0,0,0,United States,MeansDifferences,Control-treatment,1,14198,18,No,No,Before,1983,1,
laura.klockenbusch@wiwi.uni-muenster.de,NA,"KATZEV, RD; JOHNSON, TR",881098,1983,A SOCIAL-PSYCHOLOGICAL ANALYSIS OF RESIDENTIAL ELECTRICITY CONSUMPTION - THE IMPACT OF MINIMAL JUSTIFICATION TECHNIQUES,NA,0,NA,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,18,12,['Home visit'],0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['One-time'],4,14198,0,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,105,18,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,4,-1,"Portland, Oregon, U.S.A.",City,NA,0.05,-999,NA,1,H-test,Difference of means,Control-treatment,7.5,1,66,101,NA,18,actual,498,1,single,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,Portland, Oregon,United States,0.415227399,NA,0.912870929,0.912870929,0.441911224,0.122685185,0.015873016,4,1,0,0,0,0,0,0,0,United States,MeansDifferences,Control-treatment,1,14198,18,No,No,Before,1983,1,
khat,NA,"WINETT, RA; LECKLITER, IN; CHINN, DE; STAHL, B; LOVE, SQ",881111,1985,EFFECTS OF TELEVISION MODELING ON RESIDENTIAL ENERGY-CONSERVATION,"A
combination
of
social
marketing,
communications,
social
learning
(particularly
modeling),
and
behavior
analysis
may
provide
an
effective
framework
for
behavior
change
via
films
and
television.
We
used
this
approach
in
developing
special
television
programs
about
residential
energy
conser-
vation.
The
programs
were
tailored
and
directed
to
preselected
middle-class
homeowners
(N
=
150),
and
delivered
over
a
public
access
channel
of
a
cable
TV
system.
The
results
indicated
that
after
one
program
exposure
(about
20
minutes),
viewers
adopted
simple
strategies
modeled
in
the
programs
which
led
to
savings
of
approximately
10%
on
their
home
energy
use
for
a
substantial
part
of
the
cooling
and
heating
season.
Although
the
potential
benefits
to
costs
of
large-scale
media
efforts
seemed
great,
institutional
barriers
for
such
programs
were
identified.
Less
expensive,
more
local
programs
seem
more
viable",0,NA,0,NA,NA,0,0,0,1,0,0,0,0,4,0,17,8,['TV'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],5,16863,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,30,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,11,-1,"Roanoke, Virginia, USA",City,NA,0.05,38,NA,1,F-test,ANOVA,Difference in Difference,4.34,1,58,NA,NA,28,actual,247,0,single,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke, Virginia,United States,0.263998722,NA,0.547418183,0.547418183,0.270401854,0.071630952,0.018181818,4.34,1,0,0,0,0,0,0,1,United States,MeansDifferences,DID,1,16863,17,Yes,Yes,Before,1985,1,
khat,NA,"WINETT, RA; LECKLITER, IN; CHINN, DE; STAHL, B; LOVE, SQ",881111,1985,EFFECTS OF TELEVISION MODELING ON RESIDENTIAL ENERGY-CONSERVATION,"A
combination
of
social
marketing,
communications,
social
learning
(particularly
modeling),
and
behavior
analysis
may
provide
an
effective
framework
for
behavior
change
via
films
and
television.
We
used
this
approach
in
developing
special
television
programs
about
residential
energy
conser-
vation.
The
programs
were
tailored
and
directed
to
preselected
middle-class
homeowners
(N
=
150),
and
delivered
over
a
public
access
channel
of
a
cable
TV
system.
The
results
indicated
that
after
one
program
exposure
(about
20
minutes),
viewers
adopted
simple
strategies
modeled
in
the
programs
which
led
to
savings
of
approximately
10%
on
their
home
energy
use
for
a
substantial
part
of
the
cooling
and
heating
season.
Although
the
potential
benefits
to
costs
of
large-scale
media
efforts
seemed
great,
institutional
barriers
for
such
programs
were
identified.
Less
expensive,
more
local
programs
seem
more
viable",0,NA,0,NA,NA,0,0,0,1,0,0,0,0,4,0,17,8,"[""['Mail; TV; Home Visit']""]",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],5,15062,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,30,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,7.8,-1,"Roanoke, Virginia, USA",City,NA,0.1,38,NA,1,F-test,ANOVA,Difference in Difference,2.83,1,85,NA,NA,55,actual,248,0,single,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke, Virginia,United States,0.187524135,NA,0.381821789,0.381821789,0.189769825,0.052372727,0.012195122,2.83,1,0,0,0,0,0,0,1,United States,MeansDifferences,DID,1,15062,17,Yes,Yes,Before,1985,1,
khat,NA,"WINETT, RA; LECKLITER, IN; CHINN, DE; STAHL, B; LOVE, SQ",881111,1985,EFFECTS OF TELEVISION MODELING ON RESIDENTIAL ENERGY-CONSERVATION,"A
combination
of
social
marketing,
communications,
social
learning
(particularly
modeling),
and
behavior
analysis
may
provide
an
effective
framework
for
behavior
change
via
films
and
television.
We
used
this
approach
in
developing
special
television
programs
about
residential
energy
conser-
vation.
The
programs
were
tailored
and
directed
to
preselected
middle-class
homeowners
(N
=
150),
and
delivered
over
a
public
access
channel
of
a
cable
TV
system.
The
results
indicated
that
after
one
program
exposure
(about
20
minutes),
viewers
adopted
simple
strategies
modeled
in
the
programs
which
led
to
savings
of
approximately
10%
on
their
home
energy
use
for
a
substantial
part
of
the
cooling
and
heating
season.
Although
the
potential
benefits
to
costs
of
large-scale
media
efforts
seemed
great,
institutional
barriers
for
such
programs
were
identified.
Less
expensive,
more
local
programs
seem
more
viable",0,NA,0,NA,NA,0,0,0,1,0,0,0,0,4,0,17,8,['Mail; TV; Home Visit'],0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],5,15062,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,60,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,10.5,-1,"Roanoke, Virginia, USA",City,NA,0.01,40,NA,1,F-test,ANOVA,Difference in Difference,9.16,1,143,NA,NA,93,actual,249,0,single,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke, Virginia,United States,0.243065075,NA,0.501159945,0.501159945,0.248029079,0.028240143,0.007142857,9.16,1,0,0,0,0,0,0,1,United States,MeansDifferences,DID,1,15062,17,Yes,Yes,Before,1985,1,
khat,NA,"WINETT, RA; LECKLITER, IN; CHINN, DE; STAHL, B; LOVE, SQ",881111,1985,EFFECTS OF TELEVISION MODELING ON RESIDENTIAL ENERGY-CONSERVATION,"A
combination
of
social
marketing,
communications,
social
learning
(particularly
modeling),
and
behavior
analysis
may
provide
an
effective
framework
for
behavior
change
via
films
and
television.
We
used
this
approach
in
developing
special
television
programs
about
residential
energy
conser-
vation.
The
programs
were
tailored
and
directed
to
preselected
middle-class
homeowners
(N
=
150),
and
delivered
over
a
public
access
channel
of
a
cable
TV
system.
The
results
indicated
that
after
one
program
exposure
(about
20
minutes),
viewers
adopted
simple
strategies
modeled
in
the
programs
which
led
to
savings
of
approximately
10%
on
their
home
energy
use
for
a
substantial
part
of
the
cooling
and
heating
season.
Although
the
potential
benefits
to
costs
of
large-scale
media
efforts
seemed
great,
institutional
barriers
for
such
programs
were
identified.
Less
expensive,
more
local
programs
seem
more
viable",0,NA,0,NA,NA,0,0,0,1,0,0,0,0,4,0,17,8,"[""['Mail; TV; Home Visit']""]",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],5,15062,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,34,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,5.1,-1,"Roanoke, Virginia, USA",City,NA,0.01,40,NA,1,F-test,ANOVA,Difference in Difference,1.35,1,97,NA,NA,63,actual,250,0,single,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roanoke, Virginia,United States,0.122692872,NA,0.247253825,0.247253825,0.123314148,0.045599907,0.010638298,1.35,1,0,0,0,0,0,0,1,United States,MeansDifferences,DID,1,15062,17,Yes,Yes,Before,1985,1,
khat,NA,"WINETT, RA; NEALE, MS; GRIER, HC",881117,1979,EFFECTS OF SELF-MONITORING AND FEEDBACK ON RESIDENTIAL ELECTRICITY CONSUMPTION,"Prior research has indicated that frequent feedback could reduce residential electricity
consumption by 10% to 15 %. However, because feedback was primarily given in written form, this procedure might not be practical. The present study evaluated a potentially
more practical feedback procedure during peak-use periods with high electricity consuming households. The study was conducted during the winter in an upper-middle
class neighborhood of almost identical, all-electric townhouses (N = 71) that averaged
about 170 KWH per day per household for a monthly bill of over $200. Twelve households received daily written feedback. Sixteen households (self-monitoring) were taught
to read their outdoor electricity meter and to record KWH used every day. A comparison
group was composed of 14 households that had volunteered to participate and 29 others
that had only given permission to have their meters read. During a 1-month period that
the procedures were in effect, the feedback group reduced consumption by 13 % and the
self-monitoring group by about 7 %. These reductions, relative to the comparison group,
were maintained during an early spring 1-month follow-up period and, to a lesser extent,
during a 6-week warm spring period. Self-monitoring participants were highly reliable
and persistent meter readers. Reductions in electricity use were reported by households
to be largely attributable to lowering of the heat thermostat, and large monetary and
KWH savings were found. Techniques to make self-monitoring cost-effective important components of the self-monitoring procedure, methods to apply self-monitoring
more broadly, and plans to combine behavioral procedures with physical technology are
discussed.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,3,0,9,2,['Mail'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['daily'],4,62415,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,14,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,9.57,-1,"Maryland, USA",Suburban townhouses,NA,0.005,179,NA,1,F-test,ANOVA,Control-treatment,7.55,1,40,NA,NA,12,Actual,251,0,single,,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,Maryland,United States,0.475472331,NA,1.080949759,1.080949759,0.517117631,0.177232143,0.027027027,7.55,1,0,0,0,0,0,0,1,United States,MeansDifferences,Control-treatment,1,62415,9,Yes,Yes,Before,1979,1,
khat,NA,"WINETT, RA; NEALE, MS; GRIER, HC",881117,1979,EFFECTS OF SELF-MONITORING AND FEEDBACK ON RESIDENTIAL ELECTRICITY CONSUMPTION,"Prior research has indicated that frequent feedback could reduce residential electricity
consumption by 10% to 15 %. However, because feedback was primarily given in written form, this procedure might not be practical. The present study evaluated a potentially
more practical feedback procedure during peak-use periods with high electricity consuming households. The study was conducted during the winter in an upper-middle
class neighborhood of almost identical, all-electric townhouses (N = 71) that averaged
about 170 KWH per day per household for a monthly bill of over $200. Twelve households received daily written feedback. Sixteen households (self-monitoring) were taught
to read their outdoor electricity meter and to record KWH used every day. A comparison
group was composed of 14 households that had volunteered to participate and 29 others
that had only given permission to have their meters read. During a 1-month period that
the procedures were in effect, the feedback group reduced consumption by 13 % and the
self-monitoring group by about 7 %. These reductions, relative to the comparison group,
were maintained during an early spring 1-month follow-up period and, to a lesser extent,
during a 6-week warm spring period. Self-monitoring participants were highly reliable
and persistent meter readers. Reductions in electricity use were reported by households
to be largely attributable to lowering of the heat thermostat, and large monetary and
KWH savings were found. Techniques to make self-monitoring cost-effective important components of the self-monitoring procedure, methods to apply self-monitoring
more broadly, and plans to combine behavioral procedures with physical technology are
discussed.",0,NA,0,NA,NA,0,0,1,NA,0,0,1,0,3,0,9,2,['Mail'],0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['daily'],4,62415,1,Household level randomization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-999,-888,14,NA,actual control,0,0,0,0,0,0,0,1,Percent reduction in energy consumption,10.57,-1,"Maryland, USA",Suburban townhouses,NA,0.025,179,NA,1,F-test,ANOVA,Control-treatment,4.73,1,40,NA,NA,12,Actual,253,0,single,,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,Maryland,United States,0.393313762,NA,0.8555839,0.8555839,0.41571422,0.168839286,0.027027027,4.73,1,0,0,0,0,0,0,1,United States,MeansDifferences,Control-treatment,1,62415,9,Yes,Yes,Before,1979,1,
